student_id,full_name,email,gender,date_of_birth,student_number,institution_id
c225862e-e12f-4b44-b53b-cb4dcd80ad6d,Ricardo Donnelly IV,Clemmie_Cummerata@yahoo.com,Male,1998-06-04,S-2526398,223bee81-6611-47c6-8053-0d05cfe70504
46a5aa5c-7b7c-493b-9afc-a57e888c9e73,Tracy Borer,Michelle82@hotmail.com,Male,1994-12-30,S-1511681,01db7d29-cc0e-4725-87ed-e38f76ee7ec9
82ba8486-61d8-4609-a1d4-34aecf2f3d4f,Clarence Grimes,Kenya42@hotmail.com,Female,2002-06-27,S-4088530,c24c1c1d-7d21-4d3a-ac43-3283edb5405a
282a2b11-4cec-45aa-b3b7-46c1d5f1e087,Terry Abernathy-Mills,Jordy_Medhurst21@hotmail.com,Other,1994-11-01,S-6614389,c24c1c1d-7d21-4d3a-ac43-3283edb5405a
2735e7ac-2bdf-4359-b68a-bd62f71d4de7,Pedro Ferry,Elissa42@hotmail.com,Female,2005-04-17,S-6680761,714e1604-99d8-42cc-8de3-985c4cc966d0
165de25b-1387-4dc3-999e-081a87b2511c,Shelly Cummings,Santino_Kozey9@hotmail.com,Male,1992-09-28,S-1036262,7ee41877-b38f-4f11-a3d1-7fdec89d3e82
97032a2b-d12d-47b9-bb28-3cf1ba0b6bff,Vincent Hudson,Andre13@yahoo.com,Male,1995-05-27,S-5664444,7dbc10ab-0852-439e-83b1-53d722f7c97a
c4218bb7-a42c-404d-a4b2-759b6d915c83,Abraham Zboncak,Rebekah57@gmail.com,Other,2000-03-09,S-9270206,01db7d29-cc0e-4725-87ed-e38f76ee7ec9
b858d293-9c4c-4607-b4d5-339b40d0f906,Chris Hand,Everett.Morissette51@gmail.com,Female,2005-02-17,S-8068026,7dbc10ab-0852-439e-83b1-53d722f7c97a
efbff6cc-bb17-48dd-8511-a32f934ad17b,Sophia O'Conner,Darian.Koch66@yahoo.com,Female,1995-03-19,S-0936359,6f47f7e5-b40c-4901-baf5-ba6221a92bee
348f5c56-3e98-451e-a70d-70647d18133c,Lillie Beier,Ashton_Willms-Daniel@yahoo.com,Male,2000-07-20,S-7215404,6f47f7e5-b40c-4901-baf5-ba6221a92bee
69ced9e2-156f-4e43-9a43-eb4a0ffba8b4,Guillermo Heidenreich,Willard23@yahoo.com,Female,1992-09-14,S-1391097,4567496f-a048-4746-adb1-4af186c1e6bc
caf61058-59ab-42f1-9942-579d4ecd80d7,Alberto Spinka,Augusta_Gerhold75@yahoo.com,Male,2006-01-18,S-8168571,714e1604-99d8-42cc-8de3-985c4cc966d0
d7de9212-6f0d-4f42-8c3e-ba646f1c63e7,Ruth Gutmann,Evangeline.Homenick93@gmail.com,Other,1999-12-09,S-2553832,7ee41877-b38f-4f11-a3d1-7fdec89d3e82
a38766ba-fcf0-44ff-bce8-62bd25f6c855,Austin Larkin,Palma85@hotmail.com,Female,1992-08-12,S-3259315,4567496f-a048-4746-adb1-4af186c1e6bc
8c0a32a1-9794-4682-b6cc-e1ab39be8c97,Ricardo Thiel,Miracle30@hotmail.com,Female,2002-12-25,S-8034011,714e1604-99d8-42cc-8de3-985c4cc966d0
3f20cf7f-35bc-49e3-9f2a-2c67865195e1,Yvonne Wolf-Marvin,Remington_Cole@hotmail.com,Male,1999-07-21,S-3964168,ada44028-a7f4-4317-8546-792c412aacda
859967e0-3d18-4443-8766-da268121d575,Todd Kuvalis III,Cade.Hilll47@hotmail.com,Male,2001-07-04,S-0512905,223bee81-6611-47c6-8053-0d05cfe70504
567cca09-54c6-4eef-83b0-1ea5cd58b3b0,Ralph Mertz,Jodie.Kessler85@hotmail.com,Male,2001-11-03,S-6020666,7ee41877-b38f-4f11-a3d1-7fdec89d3e82
a4d55be1-9057-48c8-9b34-b281c797f247,Mrs. Kristen Maggio,Coty5@yahoo.com,Other,1990-04-22,S-6629421,01db7d29-cc0e-4725-87ed-e38f76ee7ec9
8b33c413-04aa-4471-ad6f-7db6dc964282,Katherine Gutmann,Chase_Pouros50@gmail.com,Male,1984-01-28,S-6928262,4567496f-a048-4746-adb1-4af186c1e6bc
732b2aaa-4e57-4c5c-bc5a-b5ee231c78a2,Ms. Sabrina Legros,Breanne.Torphy@hotmail.com,Male,1988-09-01,S-6133544,01db7d29-cc0e-4725-87ed-e38f76ee7ec9
008609da-db9d-4c73-af86-7590fed508d7,Hannah Runte Jr.,Haven.Kshlerin@gmail.com,Male,2003-04-07,S-7257611,4567496f-a048-4746-adb1-4af186c1e6bc
796358af-4250-4b32-aa5d-fcc2ba1655b7,Mr. Nathan Anderson,Werner_Schmitt4@yahoo.com,Female,1995-01-30,S-4312564,c24c1c1d-7d21-4d3a-ac43-3283edb5405a
894aa778-7479-469d-acb5-7526c4119b2e,Edwin Cormier,Cameron_Hane65@gmail.com,Male,1994-01-27,S-4836384,ada44028-a7f4-4317-8546-792c412aacda
f448d8fe-5ced-423b-adbe-680c84536234,Timmy Cole Sr.,Mafalda43@hotmail.com,Other,1991-01-30,S-0228902,7ee41877-b38f-4f11-a3d1-7fdec89d3e82
a1e9f97c-f843-4857-a1e5-577531919642,Erik Nienow,Gerson.Kirlin@yahoo.com,Female,2005-05-05,S-6804581,ada44028-a7f4-4317-8546-792c412aacda
877bf594-9582-404e-b307-93890d3d1eb0,Aubrey Kihn,Allene65@gmail.com,Female,1983-01-20,S-0801009,6f47f7e5-b40c-4901-baf5-ba6221a92bee
7806878f-2509-4c5b-8279-9127b7c913e5,Lester Koepp,Fay_Ryan-Weissnat@hotmail.com,Male,1994-05-02,S-1314056,4567496f-a048-4746-adb1-4af186c1e6bc
84d9d515-0b0c-4a2c-83d9-9ce51d12792b,Andrew Kassulke,Arne78@gmail.com,Other,2003-05-08,S-7269362,223bee81-6611-47c6-8053-0d05cfe70504
58b844d8-dd1b-4a05-945f-21e4e129ece4,Mrs. Marjorie Gibson,Vicente_Kris96@yahoo.com,Female,1980-05-20,S-3712491,223bee81-6611-47c6-8053-0d05cfe70504
4920f675-3937-40fa-b167-91780f365120,Misty Rogahn,Lexi.Crona33@hotmail.com,Female,1996-12-11,S-1952033,223bee81-6611-47c6-8053-0d05cfe70504
c1bb7c74-64e7-4686-b373-f33ec4256189,Gabriel Moore,Dorian_Ward19@hotmail.com,Female,1992-03-11,S-4806926,6f47f7e5-b40c-4901-baf5-ba6221a92bee
c84a7f54-f803-4472-a39c-36cf7ad2ba21,Christie Stamm,Karine46@hotmail.com,Other,2002-12-09,S-9877571,c24c1c1d-7d21-4d3a-ac43-3283edb5405a
6c29a3d1-1b41-4ad2-980e-0b64efa4f15a,Julia Little,Domingo_Lindgren16@hotmail.com,Male,1998-06-19,S-1167089,c24c1c1d-7d21-4d3a-ac43-3283edb5405a
27d3ab34-e76a-40ac-b78e-c326f4493245,Terry Spencer,Harold_Rosenbaum@hotmail.com,Male,1986-01-26,S-5621516,714e1604-99d8-42cc-8de3-985c4cc966d0
b9983532-4c6c-47e5-a40f-42b828b758d3,Sergio Terry,Carolanne.Koepp@yahoo.com,Male,1982-09-20,S-8277892,5ef0ec5c-9492-48ff-866f-7096b41f0695
dac44f27-e8e4-4484-aed3-c2a34375aab6,Vicki Schmidt,Elva61@gmail.com,Female,1982-11-14,S-6163375,01db7d29-cc0e-4725-87ed-e38f76ee7ec9
f234dedc-0272-4ed7-ab2c-df67b8595fe5,Mr. Robert Rowe,Nathaniel75@hotmail.com,Male,1995-08-12,S-3637183,7dbc10ab-0852-439e-83b1-53d722f7c97a
ebb21a8c-ae89-4a9f-a72d-b33cb459b769,Guy Casper-Hills,Luella59@yahoo.com,Female,1993-04-06,S-1364061,c24c1c1d-7d21-4d3a-ac43-3283edb5405a
103f943f-4d86-42a1-98ae-475c795e4aa7,Ada Hermiston,Gideon_Jacobson@hotmail.com,Male,1980-03-08,S-4567015,7ee41877-b38f-4f11-a3d1-7fdec89d3e82
2f687fe8-8e43-4524-9067-4a5205488f7e,Andres Bechtelar,Mariana.Schneider@yahoo.com,Female,1986-05-28,S-0834601,6f47f7e5-b40c-4901-baf5-ba6221a92bee
72cbc62b-e672-4aa0-b98c-ce511d972bf8,Leo Schaden MD,Pasquale.Larson@gmail.com,Other,1981-09-24,S-3113742,714e1604-99d8-42cc-8de3-985c4cc966d0
6fbd792a-26f8-457c-a4a6-8373053ffe74,Miss Carmen Metz,Zoie_Watsica17@hotmail.com,Other,1982-07-29,S-4664711,7ee41877-b38f-4f11-a3d1-7fdec89d3e82
bcaaa4bf-e876-44a5-8ab3-1f70ca150752,Tabitha Rogahn,Kiana_McKenzie-Douglas36@hotmail.com,Female,1999-04-19,S-9310705,4567496f-a048-4746-adb1-4af186c1e6bc
ed711202-a039-45e3-a7b6-9e6555613e79,Ricky Leannon II,Tristin22@hotmail.com,Other,2003-05-19,S-8384148,6f47f7e5-b40c-4901-baf5-ba6221a92bee
d6bd2158-2e93-40b7-a95f-801d009fa82b,Lila Purdy,Armand90@yahoo.com,Male,1992-04-11,S-4770701,7dbc10ab-0852-439e-83b1-53d722f7c97a
91529a8f-881c-4354-af22-335ff2518f08,Benjamin Jacobi,Madonna.Will28@hotmail.com,Female,1986-05-26,S-0020222,5ef0ec5c-9492-48ff-866f-7096b41f0695
09f4d759-cb48-45fa-932f-cd3ca14e167e,Wilson Wolf,Noble26@yahoo.com,Male,1987-10-23,S-0148000,4567496f-a048-4746-adb1-4af186c1e6bc
9c511d9d-ceca-4b85-a116-449ad791564e,Daryl Hegmann,Hanna_Heidenreich23@gmail.com,Female,1997-06-11,S-0765915,5ef0ec5c-9492-48ff-866f-7096b41f0695
9d8f3ab3-d527-410d-8954-948cf40ca1af,Charlie Shields,Devan_Renner@hotmail.com,Other,2004-10-16,S-9216711,7dbc10ab-0852-439e-83b1-53d722f7c97a
eedf8468-5699-4182-b3a9-0a696b7342d2,Constance Witting V,Fay.Bruen72@hotmail.com,Male,1995-12-03,S-2420865,c24c1c1d-7d21-4d3a-ac43-3283edb5405a
36b519ea-596b-440b-8b1d-10a976176600,Mr. Elijah Farrell,Kari54@hotmail.com,Female,1995-05-10,S-6024844,01db7d29-cc0e-4725-87ed-e38f76ee7ec9
fbd3c315-8478-46d1-a112-0a1f9976c850,Mindy Stark,Axel.Stoltenberg@hotmail.com,Male,1984-09-25,S-6752075,4567496f-a048-4746-adb1-4af186c1e6bc
